transaction_id,investor_id,scheme_code,transaction_date,transaction_type,amount,units,kyc_status,state
TXN10965,INV20030,119018,2025-02-26,SIP,50498,45.126,Approved,West Bengal
TXN10966,INV20065,120152,2024-10-09,Lumpsum,198253,303.8914,Pending,Delhi
TXN10967,INV20163,120465,2024-12-06,Lumpsum,244798,3553.9779,Approved,Maharashtra
TXN10968,INV20044,118632,2023-01-04,SIP,110534,1844.0159,Approved,West Bengal
TXN10969,INV20044,119598,2025-02-06,SIP,48706,507.407,Pending,Haryana
TXN10970,INV20146,119598,2024-01-16,SIP,213121,2476.2911,Approved,West Bengal
TXN10971,INV20113,120152,2023-08-12,SIP,100019,212.8721,Pending,Gujarat
TXN10972,INV20008,120465,2024-04-25,Redemption,27426,438.3951,Approved,Maharashtra
TXN10973,INV20171,120465,2023-03-27,Lumpsum,2903,63.3152,Approved,Haryana
TXN10974,INV20122,120586,2026-05-22,Redemption,234348,2001.2639,Pending,Tamil Nadu
TXN10975,INV20241,120586,2025-03-27,SIP,229872,2032.1075,Pending,Maharashtra
TXN10976,INV20117,120152,2025-04-02,SIP,228804,378.7042,Pending,Gujarat
TXN10978,INV20163,120586,2023-04-04,Redemption,128018,1741.0309,Pending,Gujarat
TXN10979,INV20110,118632,2023-07-25,Lumpsum,187631,2674.738,Approved,Karnataka
TXN10980,INV20128,119018,2024-09-09,SIP,31324,25.1435,Pending,Tamil Nadu
TXN10981,INV20055,119598,2023-07-03,Redemption,8660,112.9907,Pending,West Bengal
TXN10982,INV20197,120586,2024-03-27,Redemption,176794,1699.9423,Approved,Telangana
TXN10983,INV20163,120152,2025-10-04,Redemption,245260,371.5695,Pending,Gujarat
TXN10984,INV20097,120152,2025-02-20,Lumpsum,31327,52.936,Pending,Delhi
TXN10985,INV20088,120152,2026-04-27,SIP,34401,53.0216,Pending,Punjab
TXN10986,INV20189,119018,2024-09-28,Lumpsum,102750,78.6439,Pending,Gujarat
TXN10987,INV20205,120152,2023-09-16,SIP,142110,288.9448,Pending,Karnataka
TXN10988,INV20209,120586,2024-03-24,Redemption,75289,728.063,Approved,Punjab
TXN10989,INV20082,120586,2025-10-25,Lumpsum,186210,1490.634,Pending,Haryana
TXN10990,INV20075,120152,2025-02-10,Redemption,188895,311.8119,Pending,Maharashtra
TXN10991,INV20237,119598,2025-09-25,Lumpsum,173818,1699.5808,Approved,Maharashtra
TXN10992,INV20141,118632,2024-11-22,Redemption,199630,2091.9064,Pending,Telangana
TXN10993,INV20187,120586,2024-08-01,Lumpsum,35314,297.2809,Approved,Uttar Pradesh
TXN10994,INV20118,120152,2023-12-02,Redemption,77305,154.8323,Pending,Tamil Nadu
TXN10995,INV20206,120152,2024-02-05,Redemption,151911,282.3226,Approved,West Bengal
TXN10996,INV20244,118632,2023-12-11,SIP,125223,1614.0312,Approved,Delhi
TXN10997,INV20132,120152,2024-11-24,SIP,106904,170.9242,Pending,Tamil Nadu
TXN10998,INV20102,118632,2024-09-11,Redemption,209489,2120.9265,Pending,Haryana
TXN10999,INV20222,120152,2025-02-21,Redemption,32457,55.2477,Pending,Haryana
TXN11000,INV20165,120152,2025-11-09,SIP,151111,224.1793,Pending,Punjab
